Municipio,Nome Municipio,Enq,Descricao,janeiro,fevereiro,marco,abril,maio,junho,julho,agosto,setembro,outubro,novembro,dezembro,Total
06203,BARIRI                        ,6637-2,Conduzir o veiculo com equipamento obrigatorio ineficiente/inoperante,7,5,7,1,11,3,1,1,4,2,0,0,42
06203,BARIRI                        ,6645-0,Conduzir o veiculo com equip obrigatorio em desacordo com o estab pelo Contran,0,1,0,0,1,0,0,0,0,0,0,0,2
06203,BARIRI                        ,6653-1,Conduzir o veiculo com descarga livre,7,8,3,0,5,0,4,0,0,0,0,1,28
06203,BARIRI                        ,6653-2,Conduzir o veiculo com silenciador de motor defeituoso/deficiente/inoperante,0,0,1,0,1,0,0,0,0,0,0,1,3
06203,BARIRI                        ,6726-1,"Conduzir o veiculo em mau estado de conservacao, comprometendo a seguranca",1,0,0,0,1,0,1,1,0,1,0,1,6
06203,BARIRI                        ,6912-0,Conduzir veiculo sem os documentos de porte obrigatorio referidos no CTB,0,2,0,0,0,0,0,0,0,1,0,0,3
06203,BARIRI                        ,6920-1,"Deixar de efetuar registro do veiculo em 30 dias, qdo for transf a propriedade",56,49,82,55,32,36,26,50,29,28,20,19,482
06203,BARIRI                        ,7030-1,"Conduzir motocicleta, motoneta e ciclomotor sem capacete de seguranca",2,1,0,0,1,0,0,0,0,1,0,0,5
06203,BARIRI                        ,7056-1,Conduzir motoc/moton/ciclomotor fazendo malabarismo/equilibrando-se em uma roda,1,0,0,0,0,0,0,1,0,0,0,0,2
06203,BARIRI                        ,7340-0,Dirigir o veic usando calcado que n se firme nos pes/comprometa utiliz pedais,11,8,22,4,7,9,3,2,11,3,5,5,90
06203,BARIRI                        ,7358-0,"Dirigir o veiculo com apenas uma das maos, exceto quando permitido pelo CTB",0,0,0,0,0,0,0,0,0,1,0,0,1
06203,BARIRI                        ,7366-2,Dirigir veiculo utilizando-se de telefone celular,1,0,0,0,0,0,0,0,0,0,0,0,1
06203,BARIRI                        ,7579-0,"Rec sub test, ex clin, peric ou proc q perm cert infl alc/sub psic for art. 277",0,0,0,0,0,0,1,1,2,0,0,0,4
06203,BARIRI                        ,7633-1,Dirigir veiculo segurando telefone celular,0,0,0,0,1,0,0,0,0,0,0,0,1
06203,BARIRI                        ,7633-2,Dirigir veiculo manuseando telefone celular,2,0,0,0,0,0,0,0,0,1,0,0,3
06203,BARIRI                        ,7684-1,,0,0,0,0,0,0,0,1,0,0,0,0,1
06205,BARRA BONITA                  ,5010-0,Dirigir veiculo sem possuir CNH/PPD/ACC,9,8,8,12,9,8,5,9,6,5,2,4,85
06205,BARRA BONITA                  ,5029-1,Dirigir veiculo com CNH/PPD/ACC cassada,0,0,0,1,0,0,0,0,0,0,0,0,1
06205,BARRA BONITA                  ,5029-2,Dirigir veiculo com CNH/PPD/ACC com suspensao do direito de dirigir,0,3,0,3,0,0,1,0,0,0,1,1,9
06205,BARRA BONITA                  ,5037-1,Dirigir veiculo com CNH de categoria diferente da do veiculo,0,1,0,2,0,0,0,0,0,0,0,0,3
06205,BARRA BONITA                  ,5045-0,Dirigir veiculo com validade de CNH/PPD vencida ha mais de 30 dias,1,2,1,5,6,0,2,1,0,4,3,1,26
06205,BARRA BONITA                  ,5061-0,Entregar veiculo a pessoa sem CNH/PPD/ACC,0,0,0,0,0,0,0,0,1,0,0,0,1
06205,BARRA BONITA                  ,5118-0,Permitir posse/conducao do veiculo a pessoa sem CNH/PPD/ACC,3,0,0,4,1,1,2,1,2,0,2,0,16
06205,BARRA BONITA                  ,5142-0,Permitir posse/conducao do veic a pessoa com CNH/PPD vencida ha mais de 30 dias,0,0,0,0,0,0,0,0,0,1,0,0,1
06205,BARRA BONITA                  ,5169-1,Dirigir sob a influencia de alcool,1,3,1,0,2,1,2,4,3,1,0,3,21
06205,BARRA BONITA                  ,5169-2,Dirigir sob a influencia de qquer substancia psicoativa que deter. dependencia,0,0,0,1,1,0,0,0,0,0,0,0,2
06205,BARRA BONITA                  ,5185-1,Deixar o condutor de usar o cinto seguranca,2,1,0,1,4,0,0,1,0,2,2,2,15
06205,BARRA BONITA                  ,5185-2,Deixar o passageiro de usar o cinto seguranca,0,0,0,0,0,0,0,0,0,0,0,1,1
06205,BARRA BONITA                  ,5207-0,Dirigir sem atencao ou sem os cuidados indispensaveis a seguranca,0,3,2,2,0,4,0,0,2,1,0,0,14
06205,BARRA BONITA                  ,5215-1,Dirigir ameacando os pedestres que estejam atravessando a via publica,1,0,0,0,0,0,0,1,0,0,1,0,3
06205,BARRA BONITA                  ,5274-1,Utiliz veic demonst/exibir manobra perigosa mediante arrancada brusca,3,1,1,2,4,1,3,5,4,5,2,0,31
06205,BARRA BONITA                  ,5274-2,Utiliz veic dem/exibir manob perig med derrap/frenag c/desliz/arrast pneus,0,0,1,2,0,0,0,0,0,0,0,1,4
06205,BARRA BONITA                  ,5304-0,"Deixar o cond envolvido em acidente, de preservar local p/ trab policia/pericia",0,0,1,0,0,0,0,0,0,0,0,0,1
06205,BARRA BONITA                  ,5452-2,Estacionar sobre faixa destinada a pedestre,0,1,0,0,0,0,0,0,0,0,0,0,1
06205,BARRA BONITA                  ,5568-0,Estacionar local/horario de estacionamento e parada proibidos pela sinalizacao,0,0,0,0,0,0,0,0,0,0,0,1,1
06205,BARRA BONITA                  ,5738-0,Transitar pela contramao de direcao em via c/ sinalizacao de regul sentido unico,0,0,2,0,0,0,0,0,0,0,0,0,2
06205,BARRA BONITA                  ,5835-0,Desobedecer as ordens emanadas da autorid compet de transito ou de seus agentes,2,1,1,0,0,1,0,0,1,1,0,0,7
06205,BARRA BONITA                  ,6076-0,Transpor bloqueio viario policial,0,0,1,0,0,0,0,0,0,0,0,0,1
06205,BARRA BONITA                  ,6408-0,Portar no veiculo placas de identificacao em desacordo c/ especif/modelo Contran,0,0,0,1,0,0,0,0,0,0,0,0,1
06205,BARRA BONITA                  ,6432-1,Transitar com farol desregulado perturbando visao outro condutor,0,0,0,0,0,0,0,1,0,0,0,0,1
06205,BARRA BONITA                  ,6530-0,Usar no veiculo equip c/ som em volume/frequencia nao autorizados pelo Contran,1,0,0,0,1,0,1,1,0,0,0,0,4
06205,BARRA BONITA                  ,6556-1,Conduzir o veiculo com o lacre de identificacao violado/falsificado,1,0,1,0,1,0,0,0,2,0,0,0,5
06205,BARRA BONITA                  ,6580-0,Conduzir o veiculo sem qualquer uma das placas de identificacao,2,2,1,0,1,0,0,1,2,1,1,2,13
06205,BARRA BONITA                  ,6599-1,Conduzir o veiculo que nao esteja registrado,0,0,0,0,0,1,0,0,0,0,0,0,1
06205,BARRA BONITA                  ,6599-2,Conduzir o veiculo registrado que nao esteja devidamente licenciado,5,8,4,6,8,3,7,8,6,5,7,10,77
06205,BARRA BONITA                  ,6602-0,Conduzir o veiculo com qualquer uma das placas sem legibilidade e visibilidade,0,0,0,1,1,0,0,0,1,0,2,0,5
06205,BARRA BONITA                  ,6610-2,Conduzir o veiculo com caracteristica alterada,2,2,1,0,4,2,3,1,0,0,0,1,16
06205,BARRA BONITA                  ,6637-1,Conduzir o veiculo sem equipamento obrigatorio,4,4,1,9,7,6,0,0,11,8,7,6,63
06205,BARRA BONITA                  ,6637-2,Conduzir o veiculo com equipamento obrigatorio ineficiente/inoperante,1,5,4,3,4,4,1,1,5,1,1,3,33
06205,BARRA BONITA                  ,6645-0,Conduzir o veiculo com equip obrigatorio em desacordo com o estab pelo Contran,0,0,0,1,1,0,0,0,0,0,0,0,2
06205,BARRA BONITA                  ,6653-1,Conduzir o veiculo com descarga livre,1,3,5,3,2,1,2,0,0,0,1,2,20
06205,BARRA BONITA                  ,6653-2,Conduzir o veiculo com silenciador de motor defeituoso/deficiente/inoperante,0,6,1,3,0,0,1,0,3,0,0,0,14
06205,BARRA BONITA                  ,6670-0,Conduzir o veiculo c/ equip do sistema de iluminacao e de sinalizacao alterados,0,1,1,0,1,0,0,1,0,0,7,0,11
06205,BARRA BONITA                  ,6700-0,"Conduzir veic com vidro total/parcialmente coberto por pelicula, paineis/pintura",1,1,0,1,2,1,0,0,0,0,0,0,6
06205,BARRA BONITA                  ,6726-1,"Conduzir o veiculo em mau estado de conservacao, comprometendo a seguranca",2,3,5,6,6,1,3,2,4,4,2,1,39
06205,BARRA BONITA                  ,6769-0,"Conduzir veic c/ defeito no sist de iluminacao, sinaliz ou lampadas queimadas",3,1,1,1,2,0,0,0,0,0,2,0,10
06205,BARRA BONITA                  ,6912-0,Conduzir veiculo sem os documentos de porte obrigatorio referidos no CTB,0,3,1,3,0,1,1,0,1,1,2,0,13
06205,BARRA BONITA                  ,6920-1,"Deixar de efetuar registro do veiculo em 30 dias, qdo for transf a propriedade",132,105,95,49,44,38,43,37,46,23,12,21,645
06205,BARRA BONITA                  ,6920-4,"Deixar de efetuar registro de veic. em 30 dias, qdo houver mudanca de categoria",0,0,0,1,0,0,0,0,0,0,0,0,1
06205,BARRA BONITA                  ,7030-1,"Conduzir motocicleta, motoneta e ciclomotor sem capacete de seguranca",0,0,0,0,1,1,2,0,0,0,0,0,4
06205,BARRA BONITA                  ,7048-1,"Conduzir motocicleta, motoneta e ciclomotor transportando passageiro s/ capacete",0,0,0,0,0,1,0,0,0,0,1,0,2
06205,BARRA BONITA                  ,7056-1,Conduzir motoc/moton/ciclomotor fazendo malabarismo/equilibrando-se em uma roda,1,0,0,0,0,0,0,0,0,0,0,0,1
06205,BARRA BONITA                  ,7323-2,Dirigir o veiculo transport animais a sua esquerda ou entre os bracos e pernas,2,0,1,0,1,1,0,0,0,0,0,0,5
06205,BARRA BONITA                  ,7340-0,Dirigir o veic usando calcado que n se firme nos pes/comprometa utiliz pedais,6,4,7,14,4,4,0,4,4,2,8,2,59
06205,BARRA BONITA                  ,7358-0,"Dirigir o veiculo com apenas uma das maos, exceto quando permitido pelo CTB",0,0,0,0,0,0,0,0,0,0,3,0,3
06205,BARRA BONITA                  ,7366-2,Dirigir veiculo utilizando-se de telefone celular,0,1,0,0,0,0,1,0,1,0,0,0,3
06205,BARRA BONITA                  ,7552-2,Conduzir motoc/moton/ efet transp remun desac normas ativid profic mototaxistas,0,1,0,0,0,0,0,0,0,0,0,0,1
06205,BARRA BONITA                  ,7579-0,"Rec sub test, ex clin, peric ou proc q perm cert infl alc/sub psic for art. 277",1,0,0,0,1,2,0,2,0,0,0,0,6
06205,BARRA BONITA                  ,7633-2,Dirigir veiculo manuseando telefone celular,0,0,0,1,1,1,0,0,0,2,1,0,6
06205,BARRA BONITA                  ,7684-1,,0,0,0,0,0,0,0,0,0,1,0,1,2
06205,BARRA BONITA                  ,7684-2,,0,0,0,0,0,0,0,0,0,0,9,0,9
06207,BARRA DO TURVO                ,5010-0,Dirigir veiculo sem possuir CNH/PPD/ACC,1,0,0,0,1,1,0,0,0,0,1,0,4
06207,BARRA DO TURVO                ,5169-1,Dirigir sob a influencia de alcool,1,0,0,0,0,0,0,0,0,0,1,0,2
06207,BARRA DO TURVO                ,5185-1,Deixar o condutor de usar o cinto seguranca,3,0,1,0,2,0,1,0,0,0,2,0,9
06207,BARRA DO TURVO                ,5185-2,Deixar o passageiro de usar o cinto seguranca,1,0,0,0,1,0,0,0,0,0,1,0,3
06207,BARRA DO TURVO                ,5380-0,Estacionar nas esquinas e a menos de 5m do alinhamento da via transversal,0,0,1,0,0,0,0,0,0,0,0,0,1
06207,BARRA DO TURVO                ,5410-0,Estacionar em desacordo com as posicoes estabelecidas no CTB,0,0,1,0,0,0,0,0,0,0,0,0,1
06207,BARRA DO TURVO                ,5452-1,Estacionar no passeio,0,0,1,0,0,0,0,0,0,0,0,0,1
06207,BARRA DO TURVO                ,6599-2,Conduzir o veiculo registrado que nao esteja devidamente licenciado,0,0,0,0,1,1,0,0,0,0,2,0,4
06207,BARRA DO TURVO                ,6920-1,"Deixar de efetuar registro do veiculo em 30 dias, qdo for transf a propriedade",0,1,0,0,5,1,2,2,2,0,2,3,18
06207,BARRA DO TURVO                ,7340-0,Dirigir o veic usando calcado que n se firme nos pes/comprometa utiliz pedais,0,0,0,0,0,0,0,0,0,0,1,0,1
06207,BARRA DO TURVO                ,7366-2,Dirigir veiculo utilizando-se de telefone celular,1,0,0,0,0,0,0,0,0,0,0,0,1
06209,BARRETOS                      ,5010-0,Dirigir veiculo sem possuir CNH/PPD/ACC,26,18,29,34,43,34,35,37,25,30,31,33,375
06209,BARRETOS                      ,5029-1,Dirigir veiculo com CNH/PPD/ACC cassada,0,0,0,1,0,0,0,0,0,0,0,0,1
06209,BARRETOS                      ,5029-2,Dirigir veiculo com CNH/PPD/ACC com suspensao do direito de dirigir,2,0,4,1,1,1,0,0,1,0,0,1,11
06209,BARRETOS                      ,5037-1,Dirigir veiculo com CNH de categoria diferente da do veiculo,0,0,3,3,1,1,0,0,1,0,0,1,10
06209,BARRETOS                      ,5045-0,Dirigir veiculo com validade de CNH/PPD vencida ha mais de 30 dias,8,4,7,9,4,9,5,9,8,6,8,10,87
06209,BARRETOS                      ,5053-1,Dirigir veiculo sem usar lentes corretoras de visao,0,0,0,1,0,0,0,0,0,0,0,0,1
06209,BARRETOS                      ,5061-0,Entregar veiculo a pessoa sem CNH/PPD/ACC,0,0,2,1,0,0,0,2,0,0,0,2,7
06209,BARRETOS                      ,5070-2,Entregar veiculo a pessoa com CNH/PPD/ACC com susp. do direito de dirigir,0,0,0,0,0,0,0,0,0,0,0,1,1
06209,BARRETOS                      ,5118-0,Permitir posse/conducao do veiculo a pessoa sem CNH/PPD/ACC,3,3,6,4,9,9,7,7,5,6,3,7,69
06209,BARRETOS                      ,5126-1,Permitir posse/conducao do veiculo a pessoa com CNH/PPD/ACC cassada,0,0,0,0,0,0,0,0,0,1,0,0,1
06209,BARRETOS                      ,5126-2,Permitir posse/conducao veic pessoa com CNH/PPD/ACC c/ susp. direito de dirigir,0,0,0,0,0,1,0,0,0,0,0,0,1
06209,BARRETOS                      ,5134-1,Permitir posse/conducao veic a pessoa com CNH categoria diferente da do veiculo,0,0,0,1,0,1,0,0,0,0,0,0,2
06209,BARRETOS                      ,5142-0,Permitir posse/conducao do veic a pessoa com CNH/PPD vencida ha mais de 30 dias,0,0,0,0,0,1,0,0,0,0,1,1,3
06209,BARRETOS                      ,5169-1,Dirigir sob a influencia de alcool,1,3,1,1,3,3,3,0,0,1,2,1,19
06209,BARRETOS                      ,5177-0,Confiar/entregar veic pess c/ estado fisico/psiquico s/ condicoes dirigir segur,0,0,0,0,0,0,0,1,0,0,0,0,1
06209,BARRETOS                      ,5185-1,Deixar o condutor de usar o cinto seguranca,0,0,0,1,0,1,1,0,0,1,1,2,7
06209,BARRETOS                      ,5193-0,Transportar crianca sem observancia das normas de seguranca estabelecidas p/ CTB,0,0,0,0,2,0,0,0,0,0,0,0,2
06209,BARRETOS                      ,5207-0,Dirigir sem atencao ou sem os cuidados indispensaveis a seguranca,0,0,0,2,0,0,1,0,0,1,2,2,8
06209,BARRETOS                      ,5215-1,Dirigir ameacando os pedestres que estejam atravessando a via publica,0,0,0,1,0,0,0,0,0,1,0,0,2
06209,BARRETOS                      ,5215-2,Dirigir ameacando os demais veiculos,0,1,0,1,1,0,0,0,0,1,0,0,4
06209,BARRETOS                      ,5258-3,Promover na via exibicao e demonstracao de pericia em manobra de veiculo s/perm,0,0,2,0,0,0,0,0,0,0,0,0,2
06209,BARRETOS                      ,5266-3,Participar como condutor exib/demonst pericia em manobra de veic s/ permissao,0,0,0,0,0,0,0,0,0,0,1,0,1
06209,BARRETOS                      ,5274-1,Utiliz veic demonst/exibir manobra perigosa mediante arrancada brusca,2,6,1,2,5,2,2,3,2,3,2,3,33
06209,BARRETOS                      ,5274-2,Utiliz veic dem/exibir manob perig med derrap/frenag c/desliz/arrast pneus,1,0,0,2,0,0,1,0,0,2,0,1,7
06209,BARRETOS                      ,5282-0,"Deixar o cond envolvido em acidente, de prestar ou providenciar socorro a vitima",0,0,0,0,0,0,0,1,0,0,0,0,1
06209,BARRETOS                      ,5380-0,Estacionar nas esquinas e a menos de 5m do alinhamento da via transversal,1,0,0,0,0,0,0,0,0,0,0,0,1
06209,BARRETOS                      ,5428-3,Estacionar na pista de rolamento das vias de transito rapido,0,1,0,0,0,0,0,0,0,0,0,0,1
06209,BARRETOS                      ,5460-0,Estacionar em guia de calcada rebaixada destinada a entrada/saida de veiculos,0,0,0,0,0,0,0,0,0,0,0,1,1
06209,BARRETOS                      ,5819-1,"Transitar com o veiculo em calcadas, passeios",0,1,0,0,1,0,0,1,0,0,0,0,3
06209,BARRETOS                      ,5835-0,Desobedecer as ordens emanadas da autorid compet de transito ou de seus agentes,1,4,2,5,6,0,1,3,1,1,2,3,29
06209,BARRETOS                      ,6017-1,"Executar operacao de retorno passando por cima de calcada, passeio",0,0,0,0,0,0,0,1,0,0,0,0,1
06209,BARRETOS                      ,6017-4,Executar operacao de retorno passando por cima de canteiro de divisor de pista,0,0,0,1,1,0,0,0,0,0,0,0,2
06209,BARRETOS                      ,6050-1,Avancar o sinal vermelho do semaforo,2,0,0,0,0,0,1,0,0,0,0,0,3
06209,BARRETOS                      ,6076-0,Transpor bloqueio viario policial,0,0,0,0,1,0,0,0,0,0,0,0,1
06209,BARRETOS                      ,6408-0,Portar no veiculo placas de identificacao em desacordo c/ especif/modelo Contran,2,3,3,7,4,5,2,2,0,3,7,5,43
06209,BARRETOS                      ,6530-0,Usar no veiculo equip c/ som em volume/frequencia nao autorizados pelo Contran,0,1,0,0,0,0,0,1,1,3,0,0,6
06209,BARRETOS                      ,6556-1,Conduzir o veiculo com o lacre de identificacao violado/falsificado,0,0,3,6,3,7,7,4,2,0,2,3,37
06209,BARRETOS                      ,6556-2,Conduzir o veiculo com a inscricao do chassi violada/falsificada,0,0,1,0,0,0,0,0,0,0,0,0,1
06209,BARRETOS                      ,6556-4,Conduzir o veiculo com a placa violada/falsificada,0,1,2,0,1,0,0,1,0,0,0,0,5
06209,BARRETOS                      ,6580-0,Conduzir o veiculo sem qualquer uma das placas de identificacao,0,1,3,3,1,1,3,1,1,3,2,1,20
06209,BARRETOS                      ,6599-1,Conduzir o veiculo que nao esteja registrado,0,0,0,0,0,0,1,0,0,0,1,1,3
06209,BARRETOS                      ,6599-2,Conduzir o veiculo registrado que nao esteja devidamente licenciado,48,21,46,40,31,44,42,36,33,36,54,41,472
06209,BARRETOS                      ,6602-0,Conduzir o veiculo com qualquer uma das placas sem legibilidade e visibilidade,2,1,2,1,1,2,0,1,0,1,3,3,17
06209,BARRETOS                      ,6610-1,Conduzir o veiculo com a cor alterada,0,1,0,0,0,1,0,0,0,0,0,0,2
06209,BARRETOS                      ,6610-2,Conduzir o veiculo com caracteristica alterada,1,2,1,0,0,2,2,1,0,0,2,1,12
06209,BARRETOS                      ,6637-1,Conduzir o veiculo sem equipamento obrigatorio,3,3,7,3,10,8,8,7,4,6,8,3,70
06209,BARRETOS                      ,6637-2,Conduzir o veiculo com equipamento obrigatorio ineficiente/inoperante,3,3,8,4,2,3,7,6,2,3,4,6,51
06209,BARRETOS                      ,6645-0,Conduzir o veiculo com equip obrigatorio em desacordo com o estab pelo Contran,0,1,2,9,11,11,7,2,4,1,11,12,71
06209,BARRETOS                      ,6653-1,Conduzir o veiculo com descarga livre,5,2,7,4,1,0,5,4,0,0,4,1,33
06209,BARRETOS                      ,6653-2,Conduzir o veiculo com silenciador de motor defeituoso/deficiente/inoperante,3,0,3,13,16,52,55,17,0,4,26,19,208
06209,BARRETOS                      ,6670-0,Conduzir o veiculo c/ equip do sistema de iluminacao e de sinalizacao alterados,0,0,0,2,1,2,0,0,0,0,0,0,5
06209,BARRETOS                      ,6700-0,"Conduzir veic com vidro total/parcialmente coberto por pelicula, paineis/pintura",2,0,0,1,2,0,1,0,0,0,0,0,6
06209,BARRETOS                      ,6726-1,"Conduzir o veiculo em mau estado de conservacao, comprometendo a seguranca",9,8,8,16,14,22,24,13,8,8,15,23,168
06209,BARRETOS                      ,6769-0,"Conduzir veic c/ defeito no sist de iluminacao, sinaliz ou lampadas queimadas",0,0,1,1,2,1,6,4,6,0,0,0,21
06209,BARRETOS                      ,6866-1,Transitar efetuando transporte remunerado de pessoas qdo n licenciado p/esse fim,0,0,0,0,1,0,0,0,0,0,0,0,1
06209,BARRETOS                      ,6912-0,Conduzir veiculo sem os documentos de porte obrigatorio referidos no CTB,3,0,1,1,2,1,4,0,3,0,0,8,23
06209,BARRETOS                      ,6920-1,"Deixar de efetuar registro do veiculo em 30 dias, qdo for transf a propriedade",188,280,238,263,151,128,166,128,145,110,72,73,1942
06209,BARRETOS                      ,6963-0,Trans c/veic desac c/especificacao/falta de inscr/simbologia necessaria identif,0,0,0,0,0,0,1,0,0,0,0,0,1
06209,BARRETOS                      ,7030-1,"Conduzir motocicleta, motoneta e ciclomotor sem capacete de seguranca",3,0,0,1,2,1,1,0,1,0,1,1,11
06209,BARRETOS                      ,7048-1,"Conduzir motocicleta, motoneta e ciclomotor transportando passageiro s/ capacete",0,0,0,1,0,0,1,0,0,1,0,0,3
06209,BARRETOS                      ,7056-1,Conduzir motoc/moton/ciclomotor fazendo malabarismo/equilibrando-se em uma roda,1,0,4,8,2,1,0,0,0,1,1,1,19
06209,BARRETOS                      ,7064-0,"Conduzir motocicleta, motoneta e ciclomotor com os farois apagados",1,0,0,0,0,0,0,0,0,0,0,0,1
06209,BARRETOS                      ,7072-1,Conduzir motocicleta/motoneta/ciclomotor transportando crianca menor de 7 anos,0,0,0,0,1,0,0,0,0,0,0,0,1
06209,BARRETOS                      ,7234-0,"Em movimento, deixar de manter acesa a luz baixa durante a noite",0,0,0,0,0,1,0,0,0,0,0,0,1
06209,BARRETOS                      ,7285-0,"Em movimento, deixar de manter a placa traseira iluminada a noite",0,0,0,0,0,0,0,0,2,0,0,0,2
06209,BARRETOS                      ,7323-2,Dirigir o veiculo transport animais a sua esquerda ou entre os bracos e pernas,0,2,1,1,2,0,0,1,0,2,0,3,12
06209,BARRETOS                      ,7340-0,Dirigir o veic usando calcado que n se firme nos pes/comprometa utiliz pedais,4,3,6,7,14,7,8,16,22,17,5,5,114
06209,BARRETOS                      ,7358-0,"Dirigir o veiculo com apenas uma das maos, exceto quando permitido pelo CTB",0,0,0,0,1,0,0,0,1,0,0,0,2
06209,BARRETOS                      ,7366-2,Dirigir veiculo utilizando-se de telefone celular,0,0,0,0,0,1,0,0,0,1,0,0,2
06209,BARRETOS                      ,7552-2,Conduzir motoc/moton/ efet transp remun desac normas ativid profic mototaxistas,0,0,0,0,1,0,0,0,0,0,0,0,1
06209,BARRETOS                      ,7579-0,"Rec sub test, ex clin, peric ou proc q perm cert infl alc/sub psic for art. 277",1,1,1,2,0,0,2,6,1,2,9,5,30
06209,BARRETOS                      ,7633-1,Dirigir veiculo segurando telefone celular,1,0,0,0,1,0,0,0,0,0,0,1,3
06209,BARRETOS                      ,7633-2,Dirigir veiculo manuseando telefone celular,2,2,0,3,0,0,2,0,1,1,3,2,16
06209,BARRETOS                      ,7684-1,,0,0,0,0,0,0,0,1,0,0,0,0,1
06209,BARRETOS                      ,7684-2,,0,0,0,0,0,0,0,0,18,3,1,2,24
06211,BARRINHA                      ,5010-0,Dirigir veiculo sem possuir CNH/PPD/ACC,5,3,3,11,12,8,3,8,5,6,4,4,72
06211,BARRINHA                      ,5029-1,Dirigir veiculo com CNH/PPD/ACC cassada,0,0,0,0,0,0,0,0,0,0,0,1,1
06211,BARRINHA                      ,5029-2,Dirigir veiculo com CNH/PPD/ACC com suspensao do direito de dirigir,0,0,0,1,0,0,0,0,0,0,0,0,1
06211,BARRINHA                      ,5037-1,Dirigir veiculo com CNH de categoria diferente da do veiculo,0,0,0,0,0,0,0,1,0,0,0,0,1
06211,BARRINHA                      ,5045-0,Dirigir veiculo com validade de CNH/PPD vencida ha mais de 30 dias,0,1,0,0,1,1,1,3,1,0,1,1,10
06211,BARRINHA                      ,5061-0,Entregar veiculo a pessoa sem CNH/PPD/ACC,1,0,1,2,4,4,1,5,1,0,1,1,21
06211,BARRINHA                      ,5118-0,Permitir posse/conducao do veiculo a pessoa sem CNH/PPD/ACC,1,2,0,1,3,2,1,3,3,4,2,2,24
06211,BARRINHA                      ,5142-0,Permitir posse/conducao do veic a pessoa com CNH/PPD vencida ha mais de 30 dias,0,1,0,0,0,0,0,0,0,0,0,0,1
06211,BARRINHA                      ,5169-1,Dirigir sob a influencia de alcool,0,0,0,1,1,1,0,0,1,1,0,1,6
06211,BARRINHA                      ,5169-2,Dirigir sob a influencia de qquer substancia psicoativa que deter. dependencia,0,0,0,0,1,0,0,0,0,0,0,0,1
06211,BARRINHA                      ,5185-1,Deixar o condutor de usar o cinto seguranca,2,2,2,11,6,3,6,11,16,8,1,1,69
06211,BARRINHA                      ,5185-2,Deixar o passageiro de usar o cinto seguranca,1,0,0,0,0,1,0,3,4,0,0,0,9
06211,BARRINHA                      ,5193-0,Transportar crianca sem observancia das normas de seguranca estabelecidas p/ CTB,0,1,0,0,0,0,0,0,0,0,0,0,1
06211,BARRINHA                      ,5207-0,Dirigir sem atencao ou sem os cuidados indispensaveis a seguranca,4,2,2,4,3,3,3,1,1,1,0,0,24
06211,BARRINHA                      ,5215-1,Dirigir ameacando os pedestres que estejam atravessando a via publica,0,0,0,0,0,0,1,1,1,1,0,0,4
06211,BARRINHA                      ,5215-2,Dirigir ameacando os demais veiculos,1,0,0,0,0,0,0,0,1,1,0,0,3
06211,BARRINHA                      ,5231-1,Atirar do veiculo objetos ou substancias,0,0,0,0,0,0,0,0,1,0,0,0,1
06211,BARRINHA                      ,5274-1,Utiliz veic demonst/exibir manobra perigosa mediante arrancada brusca,4,5,1,1,9,0,3,4,3,4,0,0,34
06211,BARRINHA                      ,5274-2,Utiliz veic dem/exibir manob perig med derrap/frenag c/desliz/arrast pneus,0,0,0,0,1,1,0,1,1,0,0,0,4
06211,BARRINHA                      ,5380-0,Estacionar nas esquinas e a menos de 5m do alinhamento da via transversal,1,1,0,1,2,1,0,1,1,0,0,0,8
06211,BARRINHA                      ,5410-0,Estacionar em desacordo com as posicoes estabelecidas no CTB,0,0,1,0,0,0,0,2,1,0,0,0,4
06211,BARRINHA                      ,5452-1,Estacionar no passeio,0,2,2,2,2,0,0,2,0,0,0,0,10
06211,BARRINHA                      ,5452-2,Estacionar sobre faixa destinada a pedestre,1,0,1,2,0,1,0,0,0,0,1,0,6
06211,BARRINHA                      ,5452-5,Estacionar ao lado ou sobre canteiro central/divisores de pista de rolamento,5,0,0,0,0,0,0,0,9,1,0,0,15
06211,BARRINHA                      ,5460-0,Estacionar em guia de calcada rebaixada destinada a entrada/saida de veiculos,1,1,0,0,0,2,1,0,0,1,1,0,7
06211,BARRINHA                      ,5487-0,Estacionar ao lado de outro veiculo em fila dupla,0,0,0,0,1,0,0,0,0,0,0,0,1
06211,BARRINHA                      ,5525-0,Estacionar na contramao de direcao,3,1,0,5,1,3,0,6,3,1,0,0,23
06211,BARRINHA                      ,5541-1,Estacionar em desacordo com a regulamentacao especificada pela sinalizacao,0,0,0,0,0,0,0,2,0,1,1,0,4
06211,BARRINHA                      ,5550-0,Estacionar em local/horario proibido especificamente pela sinalizacao,3,0,0,0,0,0,0,5,7,1,0,0,16
06211,BARRINHA                      ,5568-0,Estacionar local/horario de estacionamento e parada proibidos pela sinalizacao,1,0,1,1,9,0,0,0,14,16,5,0,47
06211,BARRINHA                      ,5576-0,Parar nas esquinas e a menos 5m do bordo do alinhamento da via transversal,0,0,0,1,0,0,0,0,1,0,0,0,2
06211,BARRINHA                      ,5665-0,Parar em local/horario proibidos especificamente pela sinalizacao,1,0,0,3,1,0,0,1,0,0,0,0,6
06211,BARRINHA                      ,5738-0,Transitar pela contramao de direcao em via c/ sinalizacao de regul sentido unico,2,1,1,4,0,2,0,2,7,9,5,0,33
